candidate_capture_target_결제상세_cell_region_1_column_tile_01	결제상세	A1:R22	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_001_be06d2a5d0.png
candidate_capture_target_결제상세_cell_region_1_column_tile_02	결제상세	S1:AJ22	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_002_25dad63e7a.png
candidate_capture_target_결제상세_cell_region_1_column_tile_03	결제상세	AK1:AY22	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_003_f75855ae83.png
candidate_capture_target_당월산식_cell_region_1_same_window_control_01	당월산식	A1:BA22	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_004_7ee126545e.png
candidate_capture_target_당월산식_cell_region_1_visible_row_context_tile_01	당월산식	A21:R100	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_005_4c1035ab25.png
candidate_capture_target_당월산식_cell_region_1_visible_row_context_tile_02	당월산식	S21:AJ100	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_006_33a3867a7b.png
candidate_capture_target_당월산식_cell_region_1_visible_row_context_tile_03	당월산식	AK21:BA100	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_007_cf0646c2df.png
candidate_capture_target_유하다요_강사료_cell_region_1_column_tile_01	유하다요_강사료	A1:R22	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_008_472c22f6f1.png
candidate_capture_target_유하다요_강사료_cell_region_1_column_tile_02	유하다요_강사료	S1:AI22	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_009_4b225c7f12.png
candidate_capture_target_포도_cell_region_1_same_window_control_01	포도	A1:R22	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_010_21e4a8d588.png
candidate_capture_target_포도_cell_region_1_expanded_row_context_01	포도	A1:R80	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_011_0129a6f7b9.png
candidate_capture_target_포도_cell_region_1_visible_row_context_01	포도	A21:R100	/Users/kangmin/Documents/excel-workbook-editing/review-packages/workbook-understanding/recapture-candidates/captures/capture_012_211fe53139.png
